date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,source_url
1/11/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-11
1/11/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-11
1/13/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/13/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-13
1/12/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/12/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-12
1/14/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/14/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-14
1/15/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/15/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-15
1/17/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/17/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-17
1/16/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/16/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-16
1/19/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/19/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-19
1/20/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/20/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-20
1/18/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/18/2016,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2016-01-18
1/21/2016,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
1/21/2016,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2016-01-21
