date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,storage_percentage
04-08-2023,Amaravathi,90,4047,52.17,1035,96,70,53.65,1110,25.57
04-08-2023,Bhavanisagar,105,32800,69.83,11831,2766,1465,67.75,10969,36.07
04-08-2023,Manimuthar,118,5511,88.1,2654,976,723,82.89,2280,48.16
04-08-2023,Mettur,120,93470,110.57,76167,253,269,116.36,86539,81.49
04-08-2023,Papanasam,143,5500,102.95,2419,1583,1131,107.51,2695,43.98
04-08-2023,Vaigai,71,6091,21.42,305,354,225,21.42,305,5.01
05-08-2023,Amaravathi,90,4047,50.94,975,1176,1203,48.05,843,24.09
05-08-2023,Bhavanisagar,105,32800,67.33,10798,1770,1861,66.7,10551,32.92
05-08-2023,Manimuthar,118,5511,89.21,2739,945,603,83.76,2340,49.7
05-08-2023,Mettur,120,93470,111.52,77823,20,21,110.55,76146,83.26
05-08-2023,Papanasam,143,5500,101.08,2310,422,211,105.37,2563,42
05-08-2023,Vaigai,71,6091,21.42,305,1944,1810,21.42,305,5.01
06-08-2023,Amaravathi,90,4047,51.31,993,632,376,52.49,1051,24.54
06-08-2023,Bhavanisagar,105,32800,68.57,11305,544,585,68.12,11118,34.47
06-08-2023,Manimuthar,118,5511,88.43,2679,1377,1095,91.35,2906,48.61
06-08-2023,Mettur,120,93470,112.91,80273,4421,4766,117.55,88774,85.88
06-08-2023,Papanasam,143,5500,100.51,2278,2246,1289,98.97,2192,41.42
06-08-2023,Vaigai,71,6091,21.42,305,65,66,21.42,305,5.01
07-08-2023,Amaravathi,90,4047,52.26,1040,438,271,54.9,1176,25.7
07-08-2023,Bhavanisagar,105,32800,66.69,10546,3123,2627,68.74,11376,32.15
07-08-2023,Manimuthar,118,5511,84.72,2407,439,345,88.39,2677,43.68
07-08-2023,Mettur,120,93470,110.58,76194,2476,1708,106.06,68639,81.52
07-08-2023,Papanasam,143,5500,100.93,2302,2559,1494,100.08,2253,41.85
07-08-2023,Vaigai,71,6091,21.42,305,5636,5817,21.42,305,5.01
08-08-2023,Amaravathi,90,4047,51.54,1004,24,18,48.44,860,24.81
08-08-2023,Bhavanisagar,105,32800,68.6,11318,2171,1530,68.05,11093,34.51
08-08-2023,Manimuthar,118,5511,88.49,2684,56,60,93.51,3081,48.7
08-08-2023,Mettur,120,93470,109.56,74448,1057,1122,112.09,78826,79.65
08-08-2023,Papanasam,143,5500,101.03,2307,132,96,94.87,1972,41.95
08-08-2023,Vaigai,71,6091,21.42,305,603,408,21.42,305,5.01
09-08-2023,Amaravathi,90,4047,52.21,1037,504,291,51.43,999,25.62
09-08-2023,Bhavanisagar,105,32800,68.39,11230,2053,2185,69.39,11645,34.24
09-08-2023,Manimuthar,118,5511,86.03,2501,328,218,81.18,2164,45.38
09-08-2023,Mettur,120,93470,110.52,76097,1240,1356,105.59,67880,81.41
09-08-2023,Papanasam,143,5500,99.4,2215,2464,1320,96.06,2034,40.27
09-08-2023,Vaigai,71,6091,21.42,305,476,512,21.62,312,5.01
10-08-2023,Amaravathi,90,4047,49.39,903,1450,1405,49.57,911,22.31
10-08-2023,Bhavanisagar,105,32800,69.66,11759,1759,1729,72.46,12977,35.85
10-08-2023,Manimuthar,118,5511,89.17,2735,837,447,91.46,2915,49.63
10-08-2023,Mettur,120,93470,112.08,78809,949,974,115.25,84501,84.31
10-08-2023,Papanasam,143,5500,100.55,2280,390,285,104.11,2488,41.45
10-08-2023,Vaigai,71,6091,21.42,305,5706,4128,21.42,305,5.01
11-08-2023,Amaravathi,90,4047,51.13,984,440,262,49.55,910,24.31
11-08-2023,Bhavanisagar,105,32800,68.24,11168,668,604,67.83,11002,34.05
11-08-2023,Manimuthar,118,5511,86.61,2543,1023,1109,88.6,2692,46.14
11-08-2023,Mettur,120,93470,113.45,81237,579,391,117.55,88777,86.91
11-08-2023,Papanasam,143,5500,97.62,2118,87,47,100.59,2283,38.51
11-08-2023,Vaigai,71,6091,21.42,305,200,213,22.62,349,5.01
12-08-2023,Amaravathi,90,4047,52.32,1043,331,268,52.71,1063,25.77
12-08-2023,Bhavanisagar,105,32800,68.63,11330,1796,1282,69.73,11788,34.54
12-08-2023,Manimuthar,118,5511,87.43,2604,879,849,89.87,2790,47.25
12-08-2023,Mettur,120,93470,113.41,81161,2159,2202,118.84,91223,86.83
12-08-2023,Papanasam,143,5500,98.67,2175,764,714,100.79,2294,39.55
12-08-2023,Vaigai,71,6091,21.42,305,59,34,21.42,305,5.01
13-08-2023,Amaravathi,90,4047,52.81,1067,1067,696,51.27,991,26.37
13-08-2023,Bhavanisagar,105,32800,69.29,11602,1025,637,67.52,10877,35.37
13-08-2023,Manimuthar,118,5511,87.84,2635,2545,1732,92.31,2983,47.81
13-08-2023,Mettur,120,93470,112.62,79753,2081,1852,115.3,84585,85.32
13-08-2023,Papanasam,143,5500,100.39,2271,617,337,94.23,1939,41.29
13-08-2023,Vaigai,71,6091,21.42,305,179,138,21.42,305,5.01
14-08-2023,Amaravathi,90,4047,52.39,1046,52,35,53.89,1123,25.85
14-08-2023,Bhavanisagar,105,32800,68.07,11100,1794,1416,65.69,10154,33.84
14-08-2023,Manimuthar,118,5511,88.29,2669,428,452,93.01,3040,48.43
14-08-2023,Mettur,120,93470,117.39,88476,2065,2135,115.08,84176,94.66
14-08-2023,Papanasam,143,5500,100.55,2280,441,222,97.21,2096,41.45
14-08-2023,Vaigai,71,6091,21.42,305,563,313,21.42,305,5.01
15-08-2023,Amaravathi,90,4047,52.71,1062,789,724,52,1027,26.24
15-08-2023,Bhavanisagar,105,32800,68.67,11346,837,869,68.88,11431,34.59
15-08-2023,Manimuthar,118,5511,88.22,2664,871,723,90.24,2819,48.34
15-08-2023,Mettur,120,93470,110.69,76387,1122,585,110.23,75599,81.72
15-08-2023,Papanasam,143,5500,97.99,2138,143,148,98.98,2192,38.87
15-08-2023,Vaigai,71,6091,21.42,305,102,79,22.63,349,5.01
16-08-2023,Amaravathi,90,4047,52.54,1054,226,166,53.04,1079,26.04
16-08-2023,Bhavanisagar,105,32800,69.25,11587,1597,1040,68.81,11402,35.33
16-08-2023,Manimuthar,118,5511,88.01,2648,4486,4351,85.02,2429,48.05
16-08-2023,Mettur,120,93470,111.5,77788,1016,682,112.71,79908,83.22
16-08-2023,Papanasam,143,5500,99.03,2195,3542,2505,101.1,2312,39.91
16-08-2023,Vaigai,71,6091,21.42,305,1908,2055,22.12,330,5.01
17-08-2023,Amaravathi,90,4047,50.58,958,922,474,49.43,905,23.67
17-08-2023,Bhavanisagar,105,32800,68.51,11280,1,0,72.28,12895,34.39
17-08-2023,Manimuthar,118,5511,87.33,2597,1344,817,84.73,2408,47.12
17-08-2023,Mettur,120,93470,111.15,77173,176,143,114.66,83424,82.56
17-08-2023,Papanasam,143,5500,99.97,2247,180,90,104.96,2538,40.85
17-08-2023,Vaigai,71,6091,21.42,305,1857,1511,22.47,343,5.01
18-08-2023,Amaravathi,90,4047,52.11,1032,2228,1854,51.8,1017,25.5
18-08-2023,Bhavanisagar,105,32800,68.44,11252,360,323,71.15,12396,34.3
18-08-2023,Manimuthar,118,5511,87.69,2624,2847,1981,88.39,2676,47.61
18-08-2023,Mettur,120,93470,113.46,81253,316,276,107.59,71145,86.93
18-08-2023,Papanasam,143,5500,97.64,2119,1052,1111,95.66,2013,38.53
18-08-2023,Vaigai,71,6091,21.42,305,2266,2280,21.86,320,5.01
19-08-2023,Amaravathi,90,4047,51.35,995,627,627,54.12,1135,24.59
19-08-2023,Bhavanisagar,105,32800,67.66,10932,1693,1456,69.5,11690,33.33
19-08-2023,Manimuthar,118,5511,87.2,2587,586,436,91.2,2894,46.94
19-08-2023,Mettur,120,93470,111.92,78526,1011,892,114.9,83852,84.01
19-08-2023,Papanasam,143,5500,98.03,2140,1591,1335,102.85,2413,38.91
19-08-2023,Vaigai,71,6091,21.42,305,460,271,22.24,335,5.01
20-08-2023,Amaravathi,90,4047,51.31,993,750,552,53.38,1096,24.54
20-08-2023,Bhavanisagar,105,32800,68.91,11445,1909,2071,69.51,11697,34.89
20-08-2023,Manimuthar,118,5511,87.83,2634,509,370,90.74,2858,47.8
20-08-2023,Mettur,120,93470,110.88,76704,4840,3919,108.48,72630,82.06
20-08-2023,Papanasam,143,5500,97.07,2088,33,30,95.06,1982,37.96
20-08-2023,Vaigai,71,6091,21.42,305,2354,2327,21.79,318,5.01
21-08-2023,Amaravathi,90,4047,53.09,1082,341,322,53.29,1092,26.74
21-08-2023,Bhavanisagar,105,32800,69.88,11853,92,95,66.58,10500,36.14
21-08-2023,Manimuthar,118,5511,88.89,2714,3996,3905,87.89,2639,49.25
21-08-2023,Mettur,120,93470,110.86,76677,751,410,104.25,65759,82.03
21-08-2023,Papanasam,143,5500,99.37,2214,914,532,95.71,2016,40.25
21-08-2023,Vaigai,71,6091,21.42,305,11,11,21.42,305,5.01
22-08-2023,Amaravathi,90,4047,50.53,956,2152,2084,48.76,874,23.62
22-08-2023,Bhavanisagar,105,32800,67.51,10874,516,510,68.3,11191,33.15
22-08-2023,Manimuthar,118,5511,88.78,2706,2240,1803,86.36,2525,49.1
22-08-2023,Mettur,120,93470,113.12,80635,4273,4279,115.73,85375,86.27
22-08-2023,Papanasam,143,5500,97.52,2112,681,507,95.35,1997,38.4
22-08-2023,Vaigai,71,6091,21.42,305,1295,1039,21.49,307,5.01
23-08-2023,Amaravathi,90,4047,52.66,1060,552,333,49.37,902,26.19
23-08-2023,Bhavanisagar,105,32800,68.2,11153,2506,1764,71.13,12390,34
23-08-2023,Manimuthar,118,5511,86.83,2560,203,123,82.09,2224,46.45
23-08-2023,Mettur,120,93470,110.04,75270,221,143,110.69,76381,80.53
23-08-2023,Papanasam,143,5500,99.57,2225,1455,787,94.83,1970,40.45
23-08-2023,Vaigai,71,6091,21.42,305,84,81,21.5,307,5.01
24-08-2023,Amaravathi,90,4047,52.49,1051,779,554,52.84,1069,25.97
24-08-2023,Bhavanisagar,105,32800,66.51,10473,119,114,69.2,11565,31.93
24-08-2023,Manimuthar,118,5511,87.18,2585,2851,3018,88.08,2653,46.91
24-08-2023,Mettur,120,93470,111.35,77533,1630,1460,108.35,72414,82.95
24-08-2023,Papanasam,143,5500,99.3,2210,3221,2828,103.27,2438,40.18
24-08-2023,Vaigai,71,6091,21.42,305,38,19,21.71,315,5.01
25-08-2023,Amaravathi,90,4047,52.28,1041,387,246,52.16,1035,25.72
25-08-2023,Bhavanisagar,105,32800,68.49,11273,235,217,68.78,11393,34.37
25-08-2023,Manimuthar,118,5511,87.6,2617,3015,2423,82.86,2277,47.49
25-08-2023,Mettur,120,93470,114.95,83953,707,458,112.94,80326,89.82
25-08-2023,Papanasam,143,5500,99.15,2202,64,39,93.78,1915,40.04
25-08-2023,Vaigai,71,6091,21.42,305,1051,1029,21.7,315,5.01
26-08-2023,Amaravathi,90,4047,51.85,1019,898,564,50.4,950,25.18
26-08-2023,Bhavanisagar,105,32800,67.56,10894,1311,810,65.16,9952,33.21
26-08-2023,Manimuthar,118,5511,88.5,2684,198,135,83.43,2317,48.7
26-08-2023,Mettur,120,93470,113.38,81105,1843,937,107.96,71764,86.77
26-08-2023,Papanasam,143,5500,100.53,2279,271,202,95.75,2018,41.44
26-08-2023,Vaigai,71,6091,21.42,305,330,286,21.75,316,5.01
27-08-2023,Amaravathi,90,4047,52.42,1048,1911,1485,53.74,1115,25.9
27-08-2023,Bhavanisagar,105,32800,68.67,11344,1066,1081,70.02,11912,34.59
27-08-2023,Manimuthar,118,5511,87.59,2616,349,230,92.57,3004,47.47
27-08-2023,Mettur,120,93470,112.51,79567,835,466,112.4,79367,85.13
27-08-2023,Papanasam,143,5500,99.04,2196,540,421,98.2,2149,39.93
27-08-2023,Vaigai,71,6091,21.42,305,4526,2798,22.54,346,5.01
28-08-2023,Amaravathi,90,4047,51.49,1002,1731,1009,54.25,1142,24.76
28-08-2023,Bhavanisagar,105,32800,68.53,11289,743,796,70.3,12031,34.42
28-08-2023,Manimuthar,118,5511,87.84,2635,349,224,89.78,2783,47.81
28-08-2023,Mettur,120,93470,113,80431,833,503,112.1,78835,86.05
28-08-2023,Papanasam,143,5500,97.65,2119,1344,1427,92.88,1870,38.53
28-08-2023,Vaigai,71,6091,21.42,305,1004,906,21.42,305,5.01
29-08-2023,Amaravathi,90,4047,51.7,1012,267,153,49.38,902,25.01
29-08-2023,Bhavanisagar,105,32800,68.8,11398,389,206,70.63,12171,34.75
29-08-2023,Manimuthar,118,5511,87.66,2621,2709,1907,84.38,2383,47.56
29-08-2023,Mettur,120,93470,114.25,82673,1310,690,112.51,79563,88.45
29-08-2023,Papanasam,143,5500,101.38,2328,315,314,106.35,2623,42.33
29-08-2023,Vaigai,71,6091,21.42,305,1595,835,21.54,309,5.01
30-08-2023,Amaravathi,90,4047,52.42,1048,1792,1400,54.16,1137,25.9
30-08-2023,Bhavanisagar,105,32800,69.45,11671,168,114,69.72,11785,35.58
30-08-2023,Manimuthar,118,5511,89.21,2739,519,449,87.77,2630,49.7
30-08-2023,Mettur,120,93470,109.69,74669,1278,1024,114.24,82655,79.89
30-08-2023,Papanasam,143,5500,99.36,2213,1311,738,103.92,2476,40.24
30-08-2023,Vaigai,71,6091,21.42,305,120,131,22.41,341,5.01
31-08-2023,Amaravathi,90,4047,52.48,1051,1507,770,51.27,991,25.97
31-08-2023,Bhavanisagar,105,32800,70.56,12144,236,171,71.55,12571,37.02
31-08-2023,Manimuthar,118,5511,86.68,2549,1569,1111,86.22,2515,46.25
31-08-2023,Mettur,120,93470,110.38,75842,95,84,103.82,65069,81.14
31-08-2023,Papanasam,143,5500,100.19,2260,48,47,95.68,2014,41.09
31-08-2023,Vaigai,71,6091,21.42,305,1652,1264,21.81,319,5.01
01-09-2023,Amaravathi,90,4047,57.78,1337,1624,821,54.4,1149,33.04
01-09-2023,Bhavanisagar,105,32800,76.2,14714,5600,5244,79.92,16579,44.86
01-09-2023,Manimuthar,118,5511,97.01,3378,1305,1189,93.9,3113,61.3
01-09-2023,Mettur,120,93470,119.52,92535,1410,1500,119.52,92535,99
01-09-2023,Papanasam,143,5500,109.47,2820,402,340,106.32,2622,51.27
01-09-2023,Vaigai,71,6091,21.57,310,665,461,21.42,305,5.09
02-09-2023,Amaravathi,90,4047,57.18,1302,493,449,59.13,1416,32.17
02-09-2023,Bhavanisagar,105,32800,75.58,14416,341,306,76.68,14950,43.95
02-09-2023,Manimuthar,118,5511,96.78,3357,426,462,98.66,3523,60.91
02-09-2023,Mettur,120,93470,119.52,92535,980,810,119.52,92535,99
02-09-2023,Papanasam,143,5500,109.83,2843,183,163,115.21,3205,51.69
02-09-2023,Vaigai,71,6091,21.48,307,686,507,22.46,343,5.04
03-09-2023,Amaravathi,90,4047,57.42,1316,586,305,60.3,1487,32.52
03-09-2023,Bhavanisagar,105,32800,76.32,14773,1475,1170,76.58,14900,45.04
03-09-2023,Manimuthar,118,5511,97.05,3380,963,572,97.43,3414,61.33
03-09-2023,Mettur,120,93470,119.52,92535,780,839,119.52,92535,99
03-09-2023,Papanasam,143,5500,110.43,2882,281,241,108.3,2746,52.4
03-09-2023,Vaigai,71,6091,21.42,305,1098,907,22.55,346,5.01
04-09-2023,Amaravathi,90,4047,56.44,1261,1083,1040,54.51,1155,31.16
04-09-2023,Bhavanisagar,105,32800,75.37,14316,352,346,72.44,12967,43.65
04-09-2023,Manimuthar,118,5511,95.99,3289,840,782,92.35,2986,59.68
04-09-2023,Mettur,120,93470,119.52,92535,118,81,119.52,92535,99
04-09-2023,Papanasam,143,5500,106.47,2631,699,361,112.38,3011,47.84
04-09-2023,Vaigai,71,6091,21.53,309,745,538,21.42,305,5.07
05-09-2023,Amaravathi,90,4047,56.73,1276,502,324,59.94,1465,31.53
05-09-2023,Bhavanisagar,105,32800,73.47,13434,142,108,74.85,14072,40.96
05-09-2023,Manimuthar,118,5511,95,3205,2760,1920,94.36,3152,58.16
05-09-2023,Mettur,120,93470,119.52,92535,37,36,116.33,86479,99
05-09-2023,Papanasam,143,5500,108.19,2738,1568,1255,106.66,2643,49.78
05-09-2023,Vaigai,71,6091,21.42,305,194,183,22.1,329,5.01
06-09-2023,Amaravathi,90,4047,57.11,1298,4150,2440,60.21,1482,32.07
06-09-2023,Bhavanisagar,105,32800,73.8,13583,1306,924,77.49,15347,41.41
06-09-2023,Manimuthar,118,5511,96.86,3365,589,430,94.57,3169,61.06
06-09-2023,Mettur,120,93470,119.52,92535,1586,1628,119.52,92535,99
06-09-2023,Papanasam,143,5500,105.95,2599,713,554,103.05,2424,47.25
06-09-2023,Vaigai,71,6091,21.56,310,1407,884,22.54,346,5.09
07-09-2023,Amaravathi,90,4047,56.09,1241,4714,4858,54.12,1135,30.66
07-09-2023,Bhavanisagar,105,32800,74.79,14045,4094,3281,73.22,13320,42.82
07-09-2023,Manimuthar,118,5511,97.57,3426,1445,1010,100.16,3658,62.17
07-09-2023,Mettur,120,93470,119.52,92535,2603,1741,114.75,83581,99
07-09-2023,Papanasam,143,5500,109.43,2817,317,264,113.8,3107,51.22
07-09-2023,Vaigai,71,6091,21.42,305,8023,4428,22.32,338,5.01
08-09-2023,Amaravathi,90,4047,57.69,1331,6833,4156,59.49,1438,32.89
08-09-2023,Bhavanisagar,105,32800,73.48,13436,4051,2054,73.94,13649,40.96
08-09-2023,Manimuthar,118,5511,95.11,3214,594,375,93.84,3109,58.32
08-09-2023,Mettur,120,93470,119.52,92535,7451,5570,117.66,88982,99
08-09-2023,Papanasam,143,5500,108.98,2789,4237,3250,115.05,3193,50.71
08-09-2023,Vaigai,71,6091,21.54,309,3940,4271,21.42,305,5.07
09-09-2023,Amaravathi,90,4047,57.31,1310,661,400,56.77,1279,32.37
09-09-2023,Bhavanisagar,105,32800,74.91,14103,2159,1707,71.04,12349,43
09-09-2023,Manimuthar,118,5511,96.51,3334,1161,933,99.39,3588,60.5
09-09-2023,Mettur,120,93470,119.52,92535,2396,1687,119.52,92535,99
09-09-2023,Papanasam,143,5500,109.94,2850,562,362,111.74,2968,51.82
09-09-2023,Vaigai,71,6091,21.42,305,382,209,21.58,310,5.01
10-09-2023,Amaravathi,90,4047,56.8,1281,1233,1352,56.11,1242,31.65
10-09-2023,Bhavanisagar,105,32800,75.19,14231,1523,977,75.04,14161,43.39
10-09-2023,Manimuthar,118,5511,94.91,3198,1849,1818,93.51,3081,58.03
10-09-2023,Mettur,120,93470,119.52,92535,2223,2117,113.61,81518,99
10-09-2023,Papanasam,143,5500,110.27,2872,582,506,107.24,2679,52.22
10-09-2023,Vaigai,71,6091,21.42,305,121,89,21.42,305,5.01
11-09-2023,Amaravathi,90,4047,57.77,1336,1528,1098,57.02,1293,33.01
11-09-2023,Bhavanisagar,105,32800,75.55,14403,897,488,71.84,12702,43.91
11-09-2023,Manimuthar,118,5511,95.2,3222,2198,2264,98.18,3480,58.46
11-09-2023,Mettur,120,93470,119.52,92535,3725,2991,119.52,92535,99
11-09-2023,Papanasam,143,5500,106.92,2659,83,86,111.68,2964,48.35
11-09-2023,Vaigai,71,6091,21.42,305,2885,1805,21.42,305,5.01
12-09-2023,Amaravathi,90,4047,57.13,1300,1250,1201,54.21,1139,32.12
12-09-2023,Bhavanisagar,105,32800,74.78,14039,346,277,77.13,15171,42.8
12-09-2023,Manimuthar,118,5511,96.96,3373,2283,2483,96.16,3303,61.2
12-09-2023,Mettur,120,93470,119.52,92535,788,399,119.52,92535,99
12-09-2023,Papanasam,143,5500,109.28,2808,215,131,106.46,2630,51.05
12-09-2023,Vaigai,71,6091,21.51,308,395,214,22.06,328,5.06
13-09-2023,Amaravathi,90,4047,57.01,1292,379,303,53.57,1106,31.92
13-09-2023,Bhavanisagar,105,32800,75.68,14464,102,86,72.09,12812,44.1
13-09-2023,Manimuthar,118,5511,97.4,3411,111,86,91.86,2947,61.89
13-09-2023,Mettur,120,93470,119.52,92535,153,105,119.52,92535,99
13-09-2023,Papanasam,143,5500,110.71,2900,3533,2133,116.13,3268,52.73
13-09-2023,Vaigai,71,6091,21.56,309,792,760,21.42,305,5.07
14-09-2023,Amaravathi,90,4047,56.98,1291,24,15,57.08,1296,31.9
14-09-2023,Bhavanisagar,105,32800,75.11,14194,2972,1953,74.4,13861,43.27
14-09-2023,Manimuthar,118,5511,96.97,3373,592,539,100.61,3699,61.2
14-09-2023,Mettur,120,93470,119.52,92535,1598,1228,116.5,86795,99
14-09-2023,Papanasam,143,5500,110.66,2897,186,123,116.51,3296,52.67
14-09-2023,Vaigai,71,6091,21.42,305,2208,2299,21.42,305,5.01
15-09-2023,Amaravathi,90,4047,55.88,1229,1362,1437,56.84,1283,30.37
15-09-2023,Bhavanisagar,105,32800,74.7,14005,65,50,75.4,14331,42.7
15-09-2023,Manimuthar,118,5511,94.53,3166,872,906,89.57,2767,57.45
15-09-2023,Mettur,120,93470,119.52,92535,637,575,119.52,92535,99
15-09-2023,Papanasam,143,5500,108.81,2777,495,335,104.74,2525,50.49
15-09-2023,Vaigai,71,6091,21.42,305,1188,617,21.42,305,5.01
16-09-2023,Amaravathi,90,4047,57.34,1311,2458,1523,54.71,1166,32.39
16-09-2023,Bhavanisagar,105,32800,73.66,13522,606,341,72.47,12981,41.23
16-09-2023,Manimuthar,118,5511,96.59,3341,621,421,94.29,3145,60.62
16-09-2023,Mettur,120,93470,119.52,92535,153,121,112.9,80253,99
16-09-2023,Papanasam,143,5500,108.18,2737,1645,1271,108.87,2782,49.76
16-09-2023,Vaigai,71,6091,21.42,305,4311,3786,22.5,344,5.01
17-09-2023,Amaravathi,90,4047,56.82,1282,1802,1506,58.75,1393,31.68
17-09-2023,Bhavanisagar,105,32800,75.8,14521,167,160,79.87,16553,44.27
17-09-2023,Manimuthar,118,5511,96.6,3342,2668,2665,94.6,3171,60.64
17-09-2023,Mettur,120,93470,119.52,92535,1275,975,119.52,92535,99
17-09-2023,Papanasam,143,5500,108.02,2727,208,204,111.61,2960,49.58
17-09-2023,Vaigai,71,6091,21.62,312,2264,1272,21.42,305,5.12
18-09-2023,Amaravathi,90,4047,57.35,1312,6874,5637,54.59,1160,32.42
18-09-2023,Bhavanisagar,105,32800,76.44,14831,537,471,76.03,14633,45.22
18-09-2023,Manimuthar,118,5511,95.17,3219,1012,1112,91.14,2890,58.41
18-09-2023,Mettur,120,93470,119.52,92535,246,235,119.52,92535,99
18-09-2023,Papanasam,143,5500,108.51,2759,113,110,111.54,2955,50.16
18-09-2023,Vaigai,71,6091,21.42,305,1092,854,22.55,346,5.01
19-09-2023,Amaravathi,90,4047,57.74,1334,2818,1834,59.62,1445,32.96
19-09-2023,Bhavanisagar,105,32800,75.81,14528,1052,1004,73.79,13578,44.29
19-09-2023,Manimuthar,118,5511,96.53,3335,4717,4691,101.78,3808,60.52
19-09-2023,Mettur,120,93470,119.52,92535,170,93,119.52,92535,99
19-09-2023,Papanasam,143,5500,108.3,2746,3716,2385,107.73,2710,49.93
19-09-2023,Vaigai,71,6091,21.42,305,909,882,22.52,345,5.01
20-09-2023,Amaravathi,90,4047,56.94,1289,1450,1125,56,1236,31.85
20-09-2023,Bhavanisagar,105,32800,75.58,14420,92,72,79.2,16206,43.96
20-09-2023,Manimuthar,118,5511,95.72,3266,27,25,97.35,3407,59.26
20-09-2023,Mettur,120,93470,119.52,92535,141,153,117.69,89045,99
20-09-2023,Papanasam,143,5500,108.04,2729,1181,628,110.77,2905,49.62
20-09-2023,Vaigai,71,6091,21.42,305,1096,776,21.42,305,5.01
21-09-2023,Amaravathi,90,4047,56.99,1291,696,613,58.67,1388,31.9
21-09-2023,Bhavanisagar,105,32800,74.99,14140,1508,1248,72.69,13079,43.11
21-09-2023,Manimuthar,118,5511,95.65,3261,313,305,93.31,3064,59.17
21-09-2023,Mettur,120,93470,119.52,92535,740,730,119.52,92535,99
21-09-2023,Papanasam,143,5500,107.24,2679,1253,1249,104.24,2495,48.71
21-09-2023,Vaigai,71,6091,21.5,308,716,713,21.42,305,5.06
22-09-2023,Amaravathi,90,4047,56.28,1252,1089,1061,56.12,1242,30.94
22-09-2023,Bhavanisagar,105,32800,75.91,14578,1310,1059,72.13,12827,44.45
22-09-2023,Manimuthar,118,5511,96.02,3292,152,100,94.52,3165,59.74
22-09-2023,Mettur,120,93470,119.52,92535,2401,2004,118.42,90432,99
22-09-2023,Papanasam,143,5500,108.94,2786,337,305,111.67,2964,50.65
22-09-2023,Vaigai,71,6091,21.51,308,98,77,22.2,333,5.06
23-09-2023,Amaravathi,90,4047,57.28,1308,1230,1184,58.37,1371,32.32
23-09-2023,Bhavanisagar,105,32800,74.84,14067,25,26,73.72,13548,42.89
23-09-2023,Manimuthar,118,5511,95.16,3218,3055,2980,94.5,3163,58.39
23-09-2023,Mettur,120,93470,119.52,92535,3789,2147,119.41,92331,99
23-09-2023,Papanasam,143,5500,110.07,2859,6761,5576,106.98,2663,51.98
23-09-2023,Vaigai,71,6091,21.43,305,262,227,21.42,305,5.01
24-09-2023,Amaravathi,90,4047,57.45,1317,283,310,54.72,1167,32.54
24-09-2023,Bhavanisagar,105,32800,74.58,13944,1838,1947,75.25,14261,42.51
24-09-2023,Manimuthar,118,5511,96.77,3357,666,623,98.87,3541,60.91
24-09-2023,Mettur,120,93470,119.52,92535,92,52,113.83,81918,99
24-09-2023,Papanasam,143,5500,107.97,2724,1249,752,101.49,2334,49.53
24-09-2023,Vaigai,71,6091,21.42,305,638,547,21.42,305,5.01
25-09-2023,Amaravathi,90,4047,56.78,1280,24,24,55.01,1182,31.63
25-09-2023,Bhavanisagar,105,32800,75.32,14293,215,182,77.67,15435,43.58
25-09-2023,Manimuthar,118,5511,97.94,3459,1544,1344,100.05,3648,62.77
25-09-2023,Mettur,120,93470,119.52,92535,1676,1588,119.52,92535,99
25-09-2023,Papanasam,143,5500,107.44,2691,657,669,101.29,2322,48.93
25-09-2023,Vaigai,71,6091,21.61,311,536,401,21.42,305,5.11
26-09-2023,Amaravathi,90,4047,57.4,1315,3134,3431,55.96,1233,32.49
26-09-2023,Bhavanisagar,105,32800,75.94,14589,1673,1739,77.05,15130,44.48
26-09-2023,Manimuthar,118,5511,97.24,3397,283,291,95.37,3236,61.64
26-09-2023,Mettur,120,93470,119.52,92535,538,549,115.45,84862,99
26-09-2023,Papanasam,143,5500,110.31,2874,4898,5345,109.27,2807,52.25
26-09-2023,Vaigai,71,6091,21.97,325,1337,1193,21.46,306,5.34
27-09-2023,Amaravathi,90,4047,57.27,1307,1981,1127,56.63,1271,32.3
27-09-2023,Bhavanisagar,105,32800,74.98,14134,225,154,72.22,12870,43.09
27-09-2023,Manimuthar,118,5511,95.94,3285,213,183,94.5,3163,59.61
27-09-2023,Mettur,120,93470,119.52,92535,5284,2680,119.52,92535,99
27-09-2023,Papanasam,143,5500,108.11,2733,4805,2504,111.23,2935,49.69
27-09-2023,Vaigai,71,6091,21.56,310,216,206,22.44,342,5.09
28-09-2023,Amaravathi,90,4047,56.67,1273,1430,1147,57.65,1329,31.46
28-09-2023,Bhavanisagar,105,32800,75.32,14296,1805,1228,72.38,12941,43.59
28-09-2023,Manimuthar,118,5511,95.96,3287,1766,1209,92.52,3000,59.64
28-09-2023,Mettur,120,93470,119.52,92535,122,101,119.52,92535,99
28-09-2023,Papanasam,143,5500,107.07,2668,1132,653,111.7,2966,48.51
28-09-2023,Vaigai,71,6091,21.42,305,1104,905,21.83,319,5.01
29-09-2023,Amaravathi,90,4047,57.52,1322,5772,3079,58.03,1351,32.67
29-09-2023,Bhavanisagar,105,32800,75.41,14337,2259,1772,72.86,13158,43.71
29-09-2023,Manimuthar,118,5511,97.56,3426,785,678,99.38,3587,62.17
